"stormy","0.0042732043751623145"
"visibility","0.0042732043751623145"
"librarian","0.0042732043751623145"
"captive","0.026170083176578766"
"visit","0.004522189192222525"
"King","0.004361680529429795"
"storm","0.008807460107354446"
"God's","0.0042732043751623145"
"E.","0.0042732043751623145"
"allude","0.0042732043751623145"
"story","0.004559362681728859"
"time","0.009329648912788596"
"knock","0.00872336105885959"
"over","0.00479317104247001"
"verbally","0.0042732043751623145"
"search","0.0180887567688901"
"event","0.004483905883874181"
"movement","0.0042732043751623145"
"she","0.13043578749701584"
"coffeehouse","0.0042732043751623145"
"role","0.0042732043751623145"
"partner","0.022796813408644295"
"quicksand","0.008636410658004575"
"right","0.004522189192222525"
"Paul","0.004361680529429795"
"hypnosis","0.0042732043751623145"
"host","0.0043182053290022875"
"once","0.009118725363457718"
"notion","0.0042732043751623145"
"Votnoff's","0.0042732043751623145"
"conquer","0.008636410658004575"
"regard","0.004361680529429795"
"he","0.32227370012115425"
"sleep","0.008807460107354446"
"despotic","0.0042732043751623145"
"infatuation","0.0042732043751623145"
"further","0.008807460107354446"
"bit","0.0042732043751623145"
"pocket","0.004403730053677223"
"struggle","0.01295461598700686"
"discuss","0.0043182053290022875"
"herself","0.004522189192222525"
"fetishism","0.0042732043751623145"
"each","0.004522189192222525"
"explain","0.008807460107354446"
"introduction","0.0042732043751623145"
"=","0.0042732043751623145"
"go","0.00479317104247001"
"disappearance","0.008636410658004575"
"Tillie","0.0042732043751623145"
"idea","0.0043182053290022875"
"superior","0.0043182053290022875"
"servant","0.004403730053677223"
"interested","0.0042732043751623145"
"transform","0.004361680529429795"
"leave","0.029786466670512837"
"could","0.008807460107354446"
"dishearten","0.0042732043751623145"
"domain","0.0042732043751623145"
"current","0.008636410658004575"
"conversation","0.02136602187581157"
"mention","0.008636410658004575"
"intruder","0.012819613125486943"
"evening","0.004403730053677223"
"man","0.014644941590212466"
"swamp","0.017092817500649258"
"Janet's","0.008546408750324629"
"lieutenant","0.0042732043751623145"
"join","0.004595488890170945"
"fire","0.004559362681728859"
"sit","0.0043182053290022875"
"wilderness","0.0042732043751623145"
"what","0.00904437838444505"
"background","0.0042732043751623145"
"bullet","0.0043182053290022875"
"visibly","0.008546408750324629"
"yet","0.0043182053290022875"
"distressed","0.008636410658004575"
"tamper","0.0042732043751623145"
"reluctant","0.004361680529429795"
"Vladimir","0.0042732043751623145"
"lead","0.0046306252138924005"
"dialogue","0.0043182053290022875"
"Europe","0.0043182053290022875"
"enough","0.004403730053677223"
"Wilner","0.0042732043751623145"
"who","0.020461822229914557"
"passage","0.008636410658004575"
"capture","0.00904437838444505"
"ant","0.0042732043751623145"
"fireplace","0.0043182053290022875"
"tank","0.0043182053290022875"
"George","0.004403730053677223"
"seemingly","0.004403730053677223"
"©","0.004403730053677223"
"station","0.01295461598700686"
"''","0.03971528889401712"
"ineffectually","0.008546408750324629"
"enthusiastically","0.0042732043751623145"
"confrontation","0.004361680529429795"
"country","0.017777777777777778"
"fascinate","0.0042732043751623145"
"Lobo","0.0598248612522724"
"Paris","0.0043182053290022875"
"e.","0.0042732043751623145"
"against","0.004595488890170945"
"similarity","0.0042732043751623145"
"spar","0.0042732043751623145"
"day","0.004664824456394298"
"Vornoff's","0.0042732043751623145"
"make","0.004909832849828456"
"B.","0.0043182053290022875"
"large","0.004403730053677223"
"grab","0.0043182053290022875"
"Harvey","0.004403730053677223"
"department","0.0042732043751623145"
"evidence","0.004361680529429795"
"purchase","0.0042732043751623145"
"through","0.02894007869174452"
"atomic","0.0043182053290022875"
"Loch","0.008546408750324629"
"response","0.004403730053677223"
"groundbreak","0.0042732043751623145"
"ally","0.0043182053290022875"
"area","0.01295461598700686"
"wake","0.008807460107354446"
"name","0.009396270611310665"
"rational","0.0042732043751623145"
"experience","0.004361680529429795"
"constant","0.0042732043751623145"
"Captain","0.004403730053677223"
"colleague","0.0043182053290022875"
"laboratory","0.01727282131600915"
"still","0.004559362681728859"
"capable","0.0043182053290022875"
"scarce","0.0042732043751623145"
"great","0.004403730053677223"
"which","0.03456188618821641"
"nuclear","0.008636410658004575"
"see","0.004852828105455375"
"16,09","0.0042732043751623145"
"female","0.004403730053677223"
"take","0.014893233335256419"
"meeting","0.0044444444444444444"
"off","0.004730602751010989"
"approach","0.009118725363457718"
"viewer","0.0042732043751623145"
"concern","0.008636410658004575"
"determine","0.004403730053677223"
"door","0.004483905883874181"
"rock","0.0043182053290022875"
"reporter","0.00872336105885959"
"help","0.004730602751010989"
"unnatural","0.0042732043751623145"
"report","0.004361680529429795"
"embrace","0.0042732043751623145"
"whip","0.0042732043751623145"
"identify","0.004403730053677223"
"son","0.00904437838444505"
"superhuman","0.008546408750324629"
"captor","0.0042732043751623145"
"threaten","0.00872336105885959"
"flee","0.0046306252138924005"
"operating","0.012819613125486943"
"month","0.0043182053290022875"
"scene","0.035555555555555556"
"abandon","0.017935623535496725"
"comment","0.008546408750324629"
"small","0.004403730053677223"
"newspaper","0.022018650268386116"
"home","0.004522189192222525"
"creation","0.0042732043751623145"
"obliterate","0.0042732043751623145"
"subject","0.022018650268386116"
"announce","0.004361680529429795"
"road","0.0042732043751623145"
"decision","0.0042732043751623145"
"helpfully","0.0042732043751623145"
"water","0.004522189192222525"
"Loretta","0.0042732043751623145"
"scientist's","0.0043182053290022875"
"hypnotically","0.0042732043751623145"
"greet","0.008636410658004575"
"master","0.013333333333333332"
"hunter","0.017092817500649258"
"'s","0.04603910001730775"
"residence","0.0042732043751623145"
"recall","0.004403730053677223"
"item","0.0042732043751623145"
"re-assert","0.0042732043751623145"
"20th","0.0042732043751623145"
"Willows","0.034185635001298516"
"force","0.009524536897098815"
"within","0.004361680529429795"
"archive","0.0043182053290022875"
"Vornoff","0.09828370062873323"
